u,v,key,name,highway,lanes,length_m,flow_pcu_hr,capacity_pcu_hr,vc_ratio,t0_s,time_s,n_stopped
2222707623,11038603967,0,Datta Mandir Road,secondary,2,18.1,0.0,2550.0,0.0,1.4,1.4,0
1646859183,245679988,0,Malad Marve Road,secondary,2,125.5,0.0,2550.0,0.0,10.0,10.0,0
12438442939,10839469177,0,Lokmanya Tilak Road,secondary,2,86.4,0.0,2550.0,0.0,6.9,6.9,0
1180382149,2249268637,0,,primary,2,46.4,0.0,3060.0,0.0,3.0,3.0,0
4374680526,4374680531,0,Balasaheb Thackeray Flyover,primary,4,20.6,0.0,6120.0,0.0,1.9,1.9,0
2244637649,2244637689,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,181.2,0.0,3060.0,0.0,11.9,11.9,0
13857379356,245678558,0,Goregaon Mulund Link Road,secondary,2,239.7,0.0,2550.0,0.0,19.2,19.2,0
4342420515,10925931781,0,Jawaharlal Nehru Road,secondary,2,46.5,0.0,2550.0,0.0,3.7,3.7,0
6494934163,6494934165,0,Lal Bahadur Shastri Marg,primary,2,48.1,0.0,3060.0,0.0,3.1,3.1,0
4342420515,8708174626,0,Jawaharlal Nehru Road,secondary,2,396.0,0.0,2550.0,0.0,31.7,31.7,0
9979171948,347194070,0,Linking Road,secondary,2,8.6,0.0,2550.0,0.0,0.7,0.7,0
10277909614,2244637649,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,171.4,0.0,3060.0,0.0,11.2,11.2,0
13534655599,12716963180,0,Hill Road,secondary,2,21.9,0.0,2550.0,0.0,2.6,2.6,0
12068066417,2622177309,0,Lal Bahadur Shastri Marg,primary,2,49.1,0.0,3060.0,0.0,3.2,3.2,0
10277909618,245671354,0,,secondary,2,36.7,0.0,2550.0,0.0,2.9,2.9,0
10277909618,10277909614,0,,secondary_link,2,50.2,0.0,2550.0,0.0,4.0,4.0,0
13521237106,10882715564,0,Perry Road,secondary,2,29.3,0.0,2550.0,0.0,2.3,2.3,0
10277909619,4340967981,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,30.6,0.0,3060.0,0.0,2.0,2.0,0
10277909619,10277909622,0,,secondary_link,2,49.3,0.0,2550.0,0.0,3.9,3.9,0
9979171957,5887563939,0,Linking Road,secondary,2,88.1,0.0,2550.0,0.0,7.0,7.0,0
10277909622,4340967973,0,,secondary,2,165.1,0.0,2550.0,0.0,13.2,13.2,0
1642951800,1642951851,0,Eastern Express Highway,trunk,3,283.0,0.0,4845.0,0.0,17.0,17.0,0
1642951800,12836695797,0,Sahitya Ratna Annabhau Sathe Flyover,trunk,4,535.8,0.0,6460.0,0.0,32.1,32.1,0
13985805433,7394181668,0,Mahatma Gandhi Road,secondary,2,29.2,0.0,2550.0,0.0,2.3,2.3,0
13521237115,471586454,0,Perry Road,secondary,2,53.5,0.0,2550.0,0.0,4.3,4.3,0
10277336188,7345415531,0,Gorai Link Road,secondary,2,134.0,0.0,2550.0,0.0,10.7,10.7,0
9979171964,245667153,0,Swami Vivekanand Road,primary,2,9.4,0.0,3060.0,0.0,0.6,0.6,0
245675138,7309530535,0,Main Road,secondary,2,10.9,0.0,2550.0,0.0,0.9,0.9,0
245675138,884198599,0,Balasaheb Devras Road,secondary,2,67.6,0.0,2550.0,0.0,5.4,5.4,0
3794269318,245679943,0,Malad Marve Road,secondary,2,20.8,0.0,2550.0,0.0,1.7,1.7,0
3794269318,9179528290,0,Link Road,primary,2,206.8,0.0,3060.0,0.0,13.5,13.5,0
1642886278,10308989514,0,,primary,2,301.2,0.0,3060.0,0.0,19.7,19.7,0
1642886278,13817629811,0,Kulupwadi,secondary,2,49.8,0.0,2550.0,0.0,4.0,4.0,0
10277336200,7345415535,0,Gorai Link Road,secondary,2,269.7,0.0,2550.0,0.0,21.6,21.6,0
1642951818,6569231063,0,Sion Panvel Highway,trunk_link,2,193.4,0.0,3230.0,0.0,11.6,11.6,0
1642951818,245664866,0,Eastern Express Highway,trunk,3,116.9,0.0,4845.0,0.0,7.0,7.0,0
245675153,245675138,0,Balasaheb Devras Road,secondary,2,151.3,0.0,2550.0,0.0,12.1,12.1,0
6618748009,985092027,0,,secondary,1,197.5,0.0,1275.0,0.0,15.8,15.8,0
6618748009,6618748008,0,,secondary_link,2,36.1,0.0,2550.0,0.0,2.9,2.9,0
6618748008,6618748009,0,,secondary_link,2,36.1,0.0,2550.0,0.0,2.9,2.9,0
245666879,1975073683,0,Swami Vivekanand Road,primary,2,23.9,0.0,3060.0,0.0,1.6,1.6,0
6243685412,593054844,0,Western Express Highway,motorway,3,852.3,0.0,5100.0,0.0,38.4,38.4,0
9410872931,2128594748,0,Juhu Tara Road,secondary,2,289.7,0.0,2550.0,0.0,23.2,23.2,0
6243685414,6243685412,0,Kalanagar Flyover,motorway,3,579.7,0.0,5100.0,0.0,52.2,52.2,0
6243685414,9931191124,0,,motorway_link,3,287.7,0.0,5100.0,0.0,12.9,12.9,0
6243685418,6243685415,0,Kalanagar Flyover,motorway,4,580.7,0.0,6800.0,0.0,52.3,52.3,0
245675050,12086495837,0,Link Road,primary,2,164.8,0.0,3060.0,0.0,10.8,10.8,0
10926044209,13875496132,0,,trunk_link,3,87.6,0.0,4845.0,0.0,5.3,5.3,0
10926044210,1178672927,0,,trunk_link,3,32.6,0.0,4845.0,0.0,2.0,2.0,0
13794333749,2246472776,0,Magan Nathuram Road,primary,2,5.0,0.0,3060.0,0.0,0.3,0.3,0
2244637750,10274081276,0,Krantiveer Lakhuji Salve Marg,secondary,2,42.6,0.0,2550.0,0.0,3.4,3.4,0
1642951740,2629741737,0,,primary,2,46.2,0.0,3060.0,0.0,3.0,3.0,0
1642951740,1642954392,0,Sion Panvel Highway,trunk,5,146.9,0.0,8075.0,0.0,8.8,8.8,0
1642951748,2629741737,0,Sewri-Chembur Road,primary,2,284.7,0.0,3060.0,0.0,18.6,18.6,0
10277336164,1375170808,0,Gorai Link Road,secondary,2,10.9,0.0,2550.0,0.0,0.9,0.9,0
1642951748,1642951740,0,Sion Panvel Highway,trunk,5,243.1,0.0,8075.0,0.0,14.6,14.6,0
11017614405,13103357040,0,Jai Prakash Road,secondary,3,22.1,0.0,3825.0,0.0,1.8,1.8,0
2246472776,1647285907,0,Magan Nathuram Road,primary,2,401.2,0.0,3060.0,0.0,26.3,26.3,0
1642951755,1642951748,0,Sion Panvel Highway,trunk,5,36.5,0.0,8075.0,0.0,2.2,2.2,0
5346620503,4374680526,0,Balasaheb Thackeray Flyover,primary,4,14.2,0.0,6120.0,0.0,1.3,1.3,0
6494909532,6493927745,0,Lal Bahadur Shastri Marg,primary,2,154.7,0.0,3060.0,0.0,10.1,10.1,0
6494909532,6494909533,0,,primary_link,2,10.6,0.0,3060.0,0.0,0.7,0.7,0
6494909533,6494909532,0,,primary_link,2,10.6,0.0,3060.0,0.0,0.7,0.7,0
6494909533,6494934166,0,Lal Bahadur Shastri Marg,primary,2,104.0,0.0,3060.0,0.0,6.8,6.8,0
3794269279,7388110229,0,Link Road,primary,2,282.1,0.0,3060.0,0.0,18.5,18.5,0
7358788704,6604299451,0,Balasaheb Sawant Road,secondary,2,12.4,0.0,2550.0,0.0,1.0,1.0,0
7358788703,1934768209,0,Balasaheb Sawant Road,secondary,2,231.8,0.0,2550.0,0.0,18.5,18.5,0
10279564676,7416574444,0,Maroshi Village Road,secondary,2,111.1,0.0,2550.0,0.0,8.9,8.9,0
10279564678,10279564679,0,,secondary_link,2,6.3,0.0,2550.0,0.0,0.5,0.5,0
10279564678,10279564676,0,Maroshi Village Road,secondary,2,50.3,0.0,2550.0,0.0,4.0,4.0,0
13523465896,13523465897,0,,secondary_link,2,10.0,0.0,2550.0,0.0,0.8,0.8,0
4328035970,346633210,0,Hill Road,secondary,2,83.9,0.0,2550.0,0.0,10.1,10.1,0
4328035970,9916444554,0,,secondary,2,6.9,0.0,2550.0,0.0,0.6,0.6,0
3879392899,11144198046,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,87.8,0.0,3060.0,0.0,5.7,5.7,0
2897024644,2897024648,0,,primary_link,2,48.7,0.0,3060.0,0.0,3.2,3.2,0
245667457,13523554740,0,Swami Vivekanand Road,primary,2,103.5,0.0,3060.0,0.0,6.8,6.8,0
2897024648,2897024628,0,Bandra Kurla Complex Road,primary,3,340.8,0.0,4590.0,0.0,22.3,22.3,0
2897024651,296853816,0,Bandra Kurla Complex Road,primary,3,8.1,0.0,4590.0,0.0,0.5,0.5,0
2222708366,10564712615,0,Link Road,primary,2,93.2,0.0,3060.0,0.0,6.1,6.1,0
2897024656,2897024658,0,Bandra Kurla Complex Road,primary,3,8.3,0.0,4590.0,0.0,0.5,0.5,0
2897024658,2897024742,0,Bandra Kurla Complex Road,primary,3,383.7,0.0,4590.0,0.0,25.1,25.1,0
1647285907,2246472923,0,Magan Nathuram Road,primary,2,55.4,0.0,3060.0,0.0,3.6,3.6,0
2222708372,7345377679,0,,secondary,2,97.1,0.0,2550.0,0.0,7.8,7.8,0
471586454,347115650,0,Perry Road,secondary,2,80.6,0.0,2550.0,0.0,6.4,6.4,0
11070903959,13797636937,0,,secondary,2,52.4,0.0,2550.0,0.0,4.2,4.2,0
11070903959,6606994871,0,,secondary_link,2,8.7,0.0,2550.0,0.0,0.7,0.7,0
6046553755,2899067852,0,Santa Cruz – Chembur Link Road,trunk,3,40.2,0.0,4845.0,0.0,2.4,2.4,0
7353775774,7398098998,0,Achutrao Pawardhan Marg,secondary,2,87.7,0.0,2550.0,0.0,7.0,7.0,0
7325267617,7385085145,0,Laxman Mhatre Road,secondary,2,50.5,0.0,2550.0,0.0,4.0,4.0,0
3979605666,9137843243,0,CD Barfiwala Road,primary,2,120.0,0.0,3060.0,0.0,7.9,7.9,0
13523465891,4335012908,0,Linking Road,secondary,2,26.2,0.0,2550.0,0.0,2.1,2.1,0
13523465891,13523465892,0,,secondary_link,2,9.5,0.0,2550.0,0.0,0.8,0.8,0
13523465892,13523465891,0,,secondary_link,2,9.5,0.0,2550.0,0.0,0.8,0.8,0
13523465892,13523465893,0,Linking Road,secondary,2,107.3,0.0,2550.0,0.0,8.6,8.6,0
867276452,10613530999,0,Jai Prakash Road,secondary,2,5.4,0.0,2550.0,0.0,0.4,0.4,0
13523465894,7384246017,0,Linking Road,secondary,2,41.5,0.0,2550.0,0.0,3.3,3.3,0
13523465894,13523465895,0,,secondary_link,2,10.5,0.0,2550.0,0.0,0.8,0.8,0
13523465895,13523465897,0,Linking Road,secondary,2,28.3,0.0,2550.0,0.0,2.3,2.3,0
10877916800,10877916796,0,Bandra Kurla Complex Road,primary,2,16.0,0.0,3060.0,0.0,1.0,1.0,0
10877916800,2622177275,0,Bandra Kurla Complex Road,primary,2,118.8,0.0,3060.0,0.0,7.8,7.8,0
1632712320,1186902567,0,Malad Underpass,secondary,2,163.8,0.0,2550.0,0.0,13.1,13.1,0
245675627,884430027,0,Link Road,primary,2,155.9,0.0,3060.0,0.0,10.2,10.2,0
2897024609,2897024601,0,,primary_link,2,56.8,0.0,3060.0,0.0,3.7,3.7,0
2897024611,245666448,0,Street 3,secondary,2,77.4,0.0,2550.0,0.0,6.2,6.2,0
5639804517,5467677837,0,Sion Bandra Link Road,primary,2,8.8,0.0,3060.0,0.0,0.6,0.6,0
5639804517,13769598237,0,Lal Bahadur Shastri Marg,primary,2,61.0,0.0,3060.0,0.0,4.0,4.0,0
2897024614,12079741513,0,Bandra Kurla Complex Road,primary,3,7.0,0.0,4590.0,0.0,0.5,0.5,0
5639804518,2629436046,0,Dharavi Depot Road,primary,2,61.0,0.0,3060.0,0.0,4.0,4.0,0
5639804518,5639804517,0,Lal Bahadur Shastri Marg,primary,2,10.9,0.0,3060.0,0.0,0.7,0.7,0
2897024615,2897024611,0,Street 3,secondary,2,41.5,0.0,2550.0,0.0,3.3,3.3,0
2897024615,296857806,0,Bandra Kurla Complex Road,primary,3,8.2,0.0,4590.0,0.0,0.5,0.5,0
5639804519,5639804518,0,Dharavi Depot Road,primary,2,8.7,0.0,3060.0,0.0,0.6,0.6,0
5639804519,6491549419,0,Lal Bahadur Shastri Marg,primary,2,251.6,0.0,3060.0,0.0,16.5,16.5,0
245675627,884379407,0,Off New Link Road,primary,2,12.3,0.0,3060.0,0.0,0.8,0.8,0
2897024623,245666274,0,Avenue 3: Lane 3,secondary,2,233.6,0.0,2550.0,0.0,18.7,18.7,0
1632712320,1361561210,0,Datta Mandir Road,secondary,2,11.0,0.0,2550.0,0.0,0.9,0.9,0
2246473329,10057734283,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,16.6,0.0,3060.0,0.0,1.1,1.1,0
2246473329,2246473273,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,126.1,0.0,3060.0,0.0,8.3,8.3,0
2897024625,245666141,0,Avenue 3: Lane 3,secondary,2,11.0,0.0,2550.0,0.0,0.9,0.9,0
2897024627,2897024623,0,Avenue 3: Lane 3,secondary,2,11.0,0.0,2550.0,0.0,0.9,0.9,0
2897024628,2897024615,0,Bandra Kurla Complex Road,primary,3,47.2,0.0,4590.0,0.0,3.1,3.1,0
2897024628,2897024611,0,,primary_link,2,68.1,0.0,3060.0,0.0,4.5,4.5,0
4328035957,10277700921,0,Swami Vivekanand Road,primary,2,31.8,0.0,3060.0,0.0,2.1,2.1,0
4328035957,9739950373,0,Hill Road,secondary,2,12.9,0.0,2550.0,0.0,1.6,1.6,0
245667447,13615108581,0,Santa Cruz – Chembur Link Road,trunk,3,7.6,0.0,4845.0,0.0,0.5,0.5,0
245667447,13615108580,0,,secondary,3,6.6,0.0,3825.0,0.0,0.5,0.5,0
10877916796,10877916800,0,Bandra Kurla Complex Road,primary,2,16.0,0.0,3060.0,0.0,1.0,1.0,0
10877916796,6552758940,0,Bandra Kurla Complex Road,primary,3,158.8,0.0,4590.0,0.0,10.4,10.4,0
13523465895,13523465894,0,,secondary_link,2,10.5,0.0,2550.0,0.0,0.8,0.8,0
13523465896,13523465894,0,Linking Road,secondary,2,28.8,0.0,2550.0,0.0,2.3,2.3,0
245667423,10772904744,0,Santa Cruz – Chembur Link Road,trunk,3,298.5,0.0,4845.0,0.0,17.9,17.9,0
13523465897,2629418535,0,Linking Road,secondary,2,22.4,0.0,2550.0,0.0,1.8,1.8,0
2897024737,2897024651,0,Bandra Kurla Complex Road,primary,3,386.4,0.0,4590.0,0.0,25.3,25.3,0
10277590756,13857437040,0,Ceasar Road,secondary,2,76.7,0.0,2550.0,0.0,6.1,6.1,0
2897024742,631525438,0,Bandra Kurla Complex Road,primary,3,10.0,0.0,4590.0,0.0,0.7,0.7,0
10277590759,10277590756,0,Ceasar Road,secondary,2,50.4,0.0,2550.0,0.0,4.0,4.0,0
6280378088,6295206335,0,,primary_link,1,43.5,0.0,1530.0,0.0,2.8,2.8,0
6280378088,1936355361,0,Gurunanak Marg,secondary,1,29.8,0.0,1275.0,0.0,2.4,2.4,0
1640273641,623880468,0,,secondary_link,2,15.5,0.0,2550.0,0.0,1.2,1.2,0
1640273641,11025358315,0,Sahar Road,secondary,2,49.6,0.0,2550.0,0.0,4.0,4.0,0
13765867242,13765867241,0,,trunk_link,3,11.5,0.0,4845.0,0.0,0.7,0.7,0
13765867243,13765867244,0,,trunk_link,3,12.0,0.0,4845.0,0.0,0.7,0.7,0
13765867244,13765867243,0,,trunk_link,3,12.0,0.0,4845.0,0.0,0.7,0.7,0
11064596200,3273736210,0,Chunabhatti Road,secondary,2,48.9,0.0,2550.0,0.0,3.9,3.9,0
11064596200,4415528859,0,Chunabhatti Road,secondary,2,110.3,0.0,2550.0,0.0,8.8,8.8,0
13765867241,13765867242,0,,trunk_link,3,11.5,0.0,4845.0,0.0,0.7,0.7,0
10277590767,296852386,0,,secondary_link,2,9.5,0.0,2550.0,0.0,0.8,0.8,0
10277590767,2189443978,0,Ceasar Road,secondary,2,121.0,0.0,2550.0,0.0,9.7,9.7,0
13765867249,13765867256,0,,trunk_link,3,70.0,0.0,4845.0,0.0,4.2,4.2,0
10168211183,12438442939,0,Lokmanya Tilak Road,secondary,2,4.0,0.0,2550.0,0.0,0.3,0.3,0
867276531,867276464,0,Kamalakar Pant Walawalkar Marg,primary,2,179.4,0.0,3060.0,0.0,11.7,11.7,0
10168211184,10168211183,0,Lokmanya Tilak Road,secondary,2,82.1,0.0,2550.0,0.0,6.6,6.6,0
10277590773,296851160,0,Jai Prakash Road,secondary,2,10.8,0.0,2550.0,0.0,0.9,0.9,0
10277590773,10277590767,0,Ceasar Road,secondary,2,115.5,0.0,2550.0,0.0,9.2,9.2,0
10168211190,10168211189,0,Lokmanya Tilak Road,secondary,2,25.7,0.0,2550.0,0.0,2.1,2.1,0
10168211192,10168211190,0,Lokmanya Tilak Road,secondary,2,75.0,0.0,2550.0,0.0,6.0,6.0,0
13765867257,13765867256,0,,trunk_link,3,18.2,0.0,4845.0,0.0,1.1,1.1,0
13765867256,13765867257,0,,trunk_link,3,18.2,0.0,4845.0,0.0,1.1,1.1,0
13765867256,13765867255,0,,trunk_link,3,89.6,0.0,4845.0,0.0,5.4,5.4,0
2897024737,2897024742,0,Street 7,secondary,2,18.7,0.0,2550.0,0.0,1.5,1.5,0
10277590753,10277591779,0,Ceasar Road,secondary,2,180.2,0.0,2550.0,0.0,14.4,14.4,0
245667551,10082236369,0,,secondary,2,6.8,0.0,2550.0,0.0,0.5,0.5,0
7372175044,6430016907,0,Lal Bahadur Shastri Marg,primary,2,101.1,0.0,3060.0,0.0,6.6,6.6,0
13523465897,13523465896,0,,secondary_link,2,10.0,0.0,2550.0,0.0,0.8,0.8,0
13523465893,13523465895,0,Linking Road,secondary,2,41.6,0.0,2550.0,0.0,3.3,3.3,0
2244892332,13842517984,0,Service Road,secondary,2,47.2,0.0,2550.0,0.0,3.8,3.8,0
867276464,245673864,0,Kamalakar Pant Walawalkar Marg,primary,2,65.8,0.0,3060.0,0.0,4.3,4.3,0
10576000694,13474169905,0,,primary_link,2,70.6,0.0,3060.0,0.0,4.6,4.6,0
2897024696,12084454212,0,Street 7,secondary,2,7.7,0.0,2550.0,0.0,0.6,0.6,0
7372175037,7372175044,0,Lal Bahadur Shastri Marg,primary,2,46.2,0.0,3060.0,0.0,3.0,3.0,0
7372175037,7372175038,0,,primary_link,2,11.6,0.0,3060.0,0.0,0.8,0.8,0
7372175038,4352245896,0,Lal Bahadur Shastri Marg,primary,2,32.8,0.0,3060.0,0.0,2.1,2.1,0
7372175038,7372175037,0,,primary_link,2,11.6,0.0,3060.0,0.0,0.8,0.8,0
623040192,6430408538,0,Krantiveer Lakhuji Salve Marg,secondary,2,100.4,0.0,2550.0,0.0,8.0,8.0,0
7372175044,7372175045,0,,primary_link,2,9.7,0.0,3060.0,0.0,0.6,0.6,0
7372175045,7372175038,0,Lal Bahadur Shastri Marg,primary,2,46.3,0.0,3060.0,0.0,3.0,3.0,0
10277590750,10277590749,0,Ceasar Road,secondary,2,102.4,0.0,2550.0,0.0,8.2,8.2,0
7372175045,7372175044,0,,primary_link,2,9.7,0.0,3060.0,0.0,0.6,0.6,0
2897024711,2897024737,0,Street 7,secondary,2,125.2,0.0,2550.0,0.0,10.0,10.0,0
4323055307,10928214874,0,Mathuradas Vasanji Road,secondary,2,21.7,0.0,2550.0,0.0,1.7,1.7,0
10273617618,5488442638,0,,primary_link,2,14.4,0.0,3060.0,0.0,0.9,0.9,0
10273617618,12125883925,0,G K Gokhale Flyover,primary,2,639.6,0.0,3060.0,0.0,57.6,57.6,0
13451974355,13451974361,0,Balasaheb Sawant Road,secondary,2,42.8,0.0,2550.0,0.0,3.4,3.4,0
245667542,10265662175,0,Santa Cruz – Chembur Link Road,trunk,3,85.0,0.0,4845.0,0.0,5.1,5.1,0
296851160,9201422013,0,Ceasar Road,secondary,2,15.3,0.0,2550.0,0.0,1.2,1.2,0
296851160,1646746589,0,Jai Prakash Road,secondary,2,264.7,0.0,2550.0,0.0,21.2,21.2,0
13451974361,1934768191,0,Balasaheb Sawant Road,secondary,2,91.8,0.0,2550.0,0.0,7.3,7.3,0
10277590749,11924905690,0,,secondary,2,9.6,0.0,2550.0,0.0,0.8,0.8,0
10277590749,1936580349,0,Swami Vivekanand Road,primary,2,67.6,0.0,3060.0,0.0,4.4,4.4,0
2897024609,296857806,0,Street 3,secondary,2,46.2,0.0,2550.0,0.0,3.7,3.7,0
12330423895,13856261800,0,Behrambaug Road,primary,2,19.3,0.0,3060.0,0.0,1.3,1.3,0
10279564679,10279564678,0,,secondary_link,2,6.3,0.0,2550.0,0.0,0.5,0.5,0
13729961462,10877195122,0,,secondary,2,200.8,0.0,2550.0,0.0,16.1,16.1,0
6430487998,496183015,0,Swami Vivekanand Road,primary,2,287.4,0.0,3060.0,0.0,18.8,18.8,0
5494560187,10089667071,0,General Arun Kumar Vaidya Marg,secondary,2,21.3,0.0,2550.0,0.0,1.7,1.7,0
5494560187,13754235703,0,Chapel Road,secondary,4,45.1,0.0,5100.0,0.0,3.6,3.6,0
6430340549,9406592842,0,Jogeshwari Vikhroli Link Road,primary,3,376.7,0.0,4590.0,0.0,24.7,24.7,0
9903871430,9903871431,0,,primary_link,2,12.6,0.0,3060.0,0.0,0.8,0.8,0
9903871430,2236679250,0,Adi Sankaracharya Marg,primary,3,803.3,0.0,4590.0,0.0,52.6,52.6,0
9903871431,1879817802,0,Adi Sankaracharya Marg,primary,3,7.5,0.0,4590.0,0.0,0.5,0.5,0
9903871431,9903871430,0,,primary_link,2,12.6,0.0,3060.0,0.0,0.8,0.8,0
4611102156,10310503648,0,Mrunaltai Gore Flyover,secondary,2,326.5,0.0,2550.0,0.0,26.1,26.1,0
4611102159,4611102160,0,Service Road,secondary,2,27.4,0.0,2550.0,0.0,2.2,2.2,0
4611102159,10277547739,0,,secondary_link,2,28.0,0.0,2550.0,0.0,2.2,2.2,0
4611102160,1375215803,0,Service Road,secondary,2,180.2,0.0,2550.0,0.0,14.4,14.4,0
2246473174,11066485725,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,19.7,0.0,3060.0,0.0,1.3,1.3,0
2246473174,2246473133,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,105.3,0.0,3060.0,0.0,6.9,6.9,0
623039962,3803783788,0,Sahar Road,secondary,2,154.0,0.0,2550.0,0.0,12.3,12.3,0
4611102181,13887009327,0,Service Road,secondary,2,19.4,0.0,2550.0,0.0,1.6,1.6,0
6615660007,3794378170,0,,secondary,2,325.4,0.0,2550.0,0.0,26.0,26.0,0
6615660008,6615660007,0,,secondary,2,17.3,0.0,2550.0,0.0,1.4,1.4,0
13335369195,3795056211,0,Kachipada Ramchandra Lane,secondary,2,165.2,0.0,2550.0,0.0,13.2,13.2,0
13335369195,10567495925,0,Kachipada Ramchandra Lane,secondary,2,52.1,0.0,2550.0,0.0,4.2,4.2,0
10765194734,866807389,0,Vaikunthlal Mehta Road,secondary,2,208.8,0.0,2550.0,0.0,16.7,16.7,0
630298099,9694187775,0,Mahakali Caves Road,secondary,2,10.0,0.0,2550.0,0.0,0.8,0.8,0
630298099,1651867292,0,Mahakali Caves Road,secondary,2,349.7,0.0,2550.0,0.0,28.0,28.0,0
13729961460,13729961459,0,,secondary_link,2,8.2,0.0,2550.0,0.0,0.7,0.7,0
13729961460,13729961462,0,,secondary,2,107.0,0.0,2550.0,0.0,8.6,8.6,0
13729961461,13729961462,0,,secondary_link,2,9.1,0.0,2550.0,0.0,0.7,0.7,0
13729961461,13729961459,0,Service Road,secondary,2,107.4,0.0,2550.0,0.0,8.6,8.6,0
13353063867,13353087466,0,Lal Bahadur Shastri Marg,primary,2,39.3,0.0,3060.0,0.0,2.6,2.6,0
12272825787,13848883939,0,Dharavi Depot Road,primary,2,29.1,0.0,3060.0,0.0,1.9,1.9,0
12272825787,12272825786,0,,primary_link,2,12.1,0.0,3060.0,0.0,0.8,0.8,0
7309530533,7309530531,0,Purshottam Tondan Marg,secondary,1,195.8,0.0,1275.0,0.0,15.7,15.7,0
10279564679,10882615923,0,Maroshi Village Road,secondary,2,76.7,0.0,2550.0,0.0,6.1,6.1,0
7309530515,13859476645,0,Purshottam Tondan Marg,secondary,1,140.8,0.0,1275.0,0.0,11.3,11.3,0
7309530516,4352377830,0,Purshottam Tondan Marg,secondary,1,8.9,0.0,1275.0,0.0,0.7,0.7,0
13475648918,11022383601,0,Mathuradas Vasanji Road,secondary,2,59.2,0.0,2550.0,0.0,4.7,4.7,0
9115710877,10879569097,0,Lokmanya Tilak Road,secondary,2,251.0,0.0,2550.0,0.0,20.1,20.1,0
4342420894,5911311107,0,Jawaharlal Nehru Road,secondary,2,169.1,0.0,2550.0,0.0,13.5,13.5,0
7309530528,7309530516,0,Purshottam Tondan Marg,secondary,1,197.4,0.0,1275.0,0.0,15.8,15.8,0
1481078176,13456028420,0,Kasturba Gandhi Road,secondary,2,75.9,0.0,2550.0,0.0,6.1,6.1,0
1481078176,10880461000,0,Kasturba Gandhi Road,secondary,2,11.6,0.0,2550.0,0.0,0.9,0.9,0
7309530529,7309530528,0,Purshottam Tondan Marg,secondary,1,142.7,0.0,1275.0,0.0,11.4,11.4,0
1481078175,1481079756,0,Mahatma Gandhi Marg,secondary,2,122.3,0.0,2550.0,0.0,9.8,9.8,0
7309530531,13590816940,0,Purshottam Tondan Marg,secondary,1,62.9,0.0,1275.0,0.0,5.0,5.0,0
4342420902,245668543,0,Jawaharlal Nehru Road,secondary,2,209.0,0.0,2550.0,0.0,16.7,16.7,0
12272825786,5467677852,0,Sion Bandra Link Road,primary,2,105.4,0.0,3060.0,0.0,6.9,6.9,0
7309530535,13510287966,0,P Tandon Marg,secondary,2,7.2,0.0,2550.0,0.0,0.6,0.6,0
7309530535,13859476644,0,Purshottam Tondan Marg,secondary,1,32.4,0.0,1275.0,0.0,2.6,2.6,0
1184069030,2236679093,0,Marol Maroshi Village Road,secondary,2,106.6,0.0,2550.0,0.0,8.5,8.5,0
6608770472,10941564481,0,Malad Marve Road,secondary,2,182.6,0.0,2550.0,0.0,14.6,14.6,0
6608770472,2958525029,0,,secondary_link,2,411.7,0.0,2550.0,0.0,32.9,32.9,0
5470238123,10044201331,0,Santa Cruz – Chembur Link Road,trunk,3,128.4,0.0,4845.0,0.0,7.7,7.7,0
5470238123,9691859215,0,,trunk_link,3,24.0,0.0,4845.0,0.0,1.4,1.4,0
2246473133,2246473174,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,105.3,0.0,3060.0,0.0,6.9,6.9,0
2246473133,4357381475,0,Mathuradas Vasanji Road (Andheri Kurla Road),primary,2,91.4,0.0,3060.0,0.0,6.0,6.0,0
884364717,9383029316,0,,secondary,2,42.3,0.0,2550.0,0.0,3.4,3.4,0
9899365810,13584566779,0,Link Road,primary,2,136.1,0.0,3060.0,0.0,8.9,8.9,0
12272825786,12272825787,0,,primary_link,2,12.1,0.0,3060.0,0.0,0.8,0.8,0
13729961462,13729961461,0,,secondary_link,2,9.1,0.0,2550.0,0.0,0.7,0.7,0
13729961459,13729961460,0,,secondary_link,2,8.2,0.0,2550.0,0.0,0.7,0.7,0
2897024601,2897024540,0,Bandra Kurla Complex Road,primary,3,170.9,0.0,4590.0,0.0,11.2,11.2,0
13729961459,13734025714,0,Service Road,secondary,2,126.9,0.0,2550.0,0.0,10.2,10.2,0
13648926261,13648926262,0,,secondary_link,2,9.7,0.0,2550.0,0.0,0.8,0.8,0
13648926262,7345377666,0,Hanuman Mandir Marg,secondary,2,20.7,0.0,2550.0,0.0,1.7,1.7,0
13648926262,13648926261,0,,secondary_link,2,9.7,0.0,2550.0,0.0,0.8,0.8,0
13648926263,13648926264,0,,secondary_link,2,10.4,0.0,2550.0,0.0,0.8,0.8,0
